borocd,puma,female_50_54,moe_under18_rate_nyc,moe_under18_rate_boro,pop_acs,pct_hispanic,pct_asian_nh,pct_black_nh,pct_white_nh,female_85_over,male_85_over,female_80_84,male_80_84,female_75_79,male_75_79,female_70_74,male_70_74,female_65_69,male_65_69,female_60_64,male_60_64,female_55_59,male_55_59,male_50_54,female_45_49,male_45_49,female_40_44,male_40_44,female_35_39,male_35_39,female_30_34,male_30_34,female_25_29,male_25_29,female_20_24,male_20_24,female_15_19,male_15_19,female_10_14,male_10_14,female_5_9,male_5_9,female_under_5,male_under_5,moe_over65_rate_nyc,over65_rate_nyc,moe_over65_rate_boro,over65_rate_boro,moe_over65_rate,over65_rate,under18_rate_nyc,under18_rate_boro,moe_under18_rate,under18_rate,moe_lep_rate_nyc,lep_rate_nyc,moe_lep_rate_boro,lep_rate_boro,moe_lep_rate,lep_rate,moe_foreign_born,pct_foreign_born,moe_hh_rent_burd_nyc,pct_hh_rent_burd_nyc,moe_hh_rent_burd_boro,pct_hh_rent_burd_boro,moe_hh_rent_burd,pct_hh_rent_burd,moe_mean_commute_nyc,mean_commute_nyc,moe_mean_commute_boro,mean_commute_boro,moe_mean_commute,mean_commute,moe_unemployment_nyc,unemployment_nyc,moe_unemployment_boro,unemployment_boro,moe_unemployment,unemployment,moe_bach_deg_nyc,pct_bach_deg_nyc,moe_bach_deg_boro,pct_bach_deg_boro,moe_bach_deg,pct_bach_deg,pct_other_nh,crime_count,crime_count_boro,crime_count_nyc,crime_per_1000,crime_per_1000_boro,crime_per_1000_nyc,lot_area___res_1_2_family_bldg,pct_lot_area___res_1_2_family_bldg,lot_area___res_multifamily_walkup,pct_lot_area___res_multifamily_walkup,lot_area___res_multifamily_elevator,pct_lot_area___res_multifamily_elevator,lot_area___mixed_use,pct_lot_area___mixed_use,lot_area___commercial_office,pct_lot_area___commercial_office,lot_area___industrial_manufacturing,pct_lot_area___industrial_manufacturing,lot_area___transportation_utility,pct_lot_area___transportation_utility,lot_area___public_facility_institution,pct_lot_area___public_facility_institution,lot_area___open_space,pct_lot_area___open_space,lot_area___parking,pct_lot_area___parking,lot_area___vacant,pct_lot_area___vacant,lot_area___other_no_data,pct_lot_area___other_no_data,total_lot_area,lots_res_1_2_family_bldg,lots_res_multifamily_walkup,lots_res_multifamily_elevator,lots_mixed_use,lots_commercial_office,lots_industrial_manufacturing,lots_transportation_utility,lots_public_facility_institution,lots_open_space,lots_parking,lots_vacant,lots_other_no_data,lots_total,count_parks,count_hosp_clinic,count_libraries,count_public_schools,fp_100_area,fp_100_bldg,cd_tot_bldgs,fp_100_resunits,cd_tot_resunits,fp_100_openspace,fp_500_area,fp_500_openspace,v_pluto,v_acs,v_facdb,v_crime
312,4014,1.8,0,0,158688,10.3,14.3,2.1,71.1,1.3,0.7,1,0.5,1,0.8,1.2,1.1,2.5,2,2.4,2.4,2,2.1,2.2,2.2,2.1,2.7,2.8,2.9,3.1,3.1,3.6,3.5,3.4,3.1,3.4,3.5,3.9,4.8,4.8,4.6,5.1,6,6.6,0,14.1,0,13.2,0.5,12.1,20.9,23.1,0.9,36.8,0.1,23.1,0.2,23.6,1.2,32.6,0.8,28.7,0.3,44.2,0.4,45.4,2.1,60.3,0.1,41.2,0.2,42.6,0.8,36.3,0.1,4.4,0.1,4.4,0.3,3.2,0.2,37.4,0.3,36.5,1.1,28.5,2.20,879,26514,92480,5.5,10.2,11.0,2507761,39.44,1399238,22.01,331814,5.22,519335,8.17,234232,3.68,139385,2.19,243813,3.83,446291,7.02,369446,5.81,52288,0.82,91540,1.44,23583,0.37,6358726,10194,5052,214,2054,444,227,162,501,22,124,313,35,19342,4,25,3,20,0,0,24326,0,62366,0,1850,0,20v4,Y2014-2018,2020/06/24,2019
101,3810,2.3,0,0,154636,6.5,15.5,2.2,72.2,1.2,0.8,0.7,0.7,1,0.9,1.8,1.3,2.4,2,2.6,2.7,2.4,2.7,2.7,2.9,3.6,3.6,3.6,4.7,5.2,6.5,6.3,7.2,5.7,3.9,2.8,2.4,1.8,1.1,1.4,1.8,1.7,2.7,2.6,0,14.1,0,15.8,0.6,12.8,20.9,14.4,0.6,12.7,0.1,23.1,0.2,15.8,0.7,6.2,0.9,23.3,0.3,44.2,0.5,36.4,1.6,30.1,0.1,41.2,0.2,32.1,0.6,25.4,0.1,4.4,0.1,3.8,0.3,2.8,0.2,37.4,0.4,60.8,0.9,82.2,3.60,1055,26271,92480,6.8,16.1,11.0,4754,0.17,18293,0.63,165815,5.76,430612,14.95,731516,25.39,2185,0.08,130013,4.51,912637,31.68,125416,4.35,41594,1.44,10148,0.35,308184,10.70,2881166,34,66,167,635,359,4,36,72,23,23,25,17,1461,13,10,2,19,27893159,653,1725,19756,45629,1367007,21073220,1115829,20v4,Y2014-2018,2020/06/24,2019
412,4112,4,0,0,238619,15.9,12.6,61.8,1.8,1.4,0.5,1,0.5,1.4,0.9,2,1.2,2.6,1.9,3.2,2.7,3.7,3.1,3.5,3.8,3,3.2,2.8,3.6,3,3.6,3.4,4.1,4.2,3.6,3.5,3.1,3,2.9,3.5,2.8,2.7,3.2,3.3,0,14.1,0,14.8,0.4,13.3,20.9,20.3,0.6,22.4,0.1,23.1,0.2,28.8,0.6,14.2,0.8,42.4,0.3,44.2,0.5,46.2,1.6,46.9,0.1,41.2,0.2,44.1,0.6,49,0.1,4.4,0.1,4,0.4,5.9,0.2,37.4,0.3,31.5,0.8,21.4,7.90,2670,18526,92480,11.2,8.1,11.0,10418153,58.99,516283,2.92,807683,4.57,367823,2.08,676547,3.83,600495,3.40,1046812,5.93,1245082,7.05,1071739,6.07,330093,1.87,480294,2.72,99347,0.56,17660350,34992,1234,125,1391,740,309,336,492,54,418,1189,138,41418,12,34,9,46,4220568,5,59188,0,78689,4220568,137864,0,20v4,Y2014-2018,2020/06/24,2019
303,4003,3,0,0,147107,19,3.2,49.5,26,0.6,0.3,0.9,0.4,1.3,0.7,1.4,1.1,1.8,1.5,2.3,1.7,3.1,2.2,2.5,2.9,2.7,3,2.6,3.9,3.3,4.7,4.4,6.3,5.7,4.3,3.8,3,2.9,3.1,3.3,3.2,3.5,4.1,4.4,0,14.1,0,13.2,0.4,10.1,20.9,23.1,0.9,25.3,0.1,23.1,0.2,23.6,0.9,12.1,1,19.8,0.3,44.2,0.4,45.4,1.8,45.1,0.1,41.2,0.2,42.6,0.8,41.8,0.1,4.4,0.1,4.4,0.5,5.7,0.2,37.4,0.3,36.5,1.2,33.8,2.30,2717,26514,92480,18.5,10.2,11.0,1244283,23.99,1447415,27.91,619295,11.94,474741,9.15,147206,2.84,150616,2.90,40367,0.78,614339,11.84,152330,2.94,91441,1.76,187768,3.62,16773,0.32,5186572,6844,6521,223,1500,228,164,43,365,37,232,695,50,16902,8,31,3,38,0,0,17077,0,72019,0,1477846,0,20v4,Y2014-2018,2020/06/24,2019
207,3706,3.6,0,0,132075,71.5,5.6,14.9,5.8,0.7,0.3,0.7,0.5,0.9,0.7,1.7,1,1.9,1.4,2.8,2.4,2.9,2.4,2.7,3,3,3,2.8,3.7,3.2,4.4,4.6,4.5,4.8,3.7,3.9,3.2,3.3,3.7,3.5,3.3,3.1,4.5,4.3,0,14.1,0,12.1,0.6,9.6,20.9,25.1,1,26.4,0.1,23.1,0.3,25.8,1.5,35.2,1.7,44.5,0.3,44.2,0.6,50.9,2.1,54.4,0.1,41.2,0.3,44.8,1,44.9,0.1,4.4,0.2,6.3,0.8,7.5,0.2,37.4,0.3,19.8,1,16.6,2.20,1900,18859,92480,14.4,13.1,11.0,319707,9.60,487184,14.62,481442,14.45,298845,8.97,197150,5.92,34194,1.03,309108,9.28,716566,21.51,241866,7.26,69317,2.08,168880,5.07,7129,0.21,3331389,1239,971,349,358,228,20,57,164,23,77,122,13,3621,6,30,2,26,3070806,18,4056,0,52909,0,3068077,0,20v4,Y2014-2018,2020/06/24,2019
308,4006,3.7,0,0,131224,12,3.8,58.3,22.3,1.1,0.4,0.7,0.5,1.2,0.7,1.6,1.1,2.3,1.7,2.7,2.2,3.2,2.5,2.3,3.3,2.9,3.5,3.2,4.4,3.7,5.7,4.7,6.4,5.5,3.8,3.9,2.4,2.5,2.5,2.3,2.4,2.6,3.1,3.3,0,14.1,0,13.2,0.6,11.3,20.9,23.1,0.9,19.3,0.1,23.1,0.2,23.6,0.7,8.7,0.9,28.6,0.3,44.2,0.4,45.4,1.7,42.9,0.1,41.2,0.2,42.6,0.7,41.3,0.1,4.4,0.1,4.4,0.5,4.6,0.2,37.4,0.3,36.5,1.3,41.2,3.60,1140,26514,92480,8.7,10.2,11.0,558651,18.88,941190,31.81,381605,12.90,281353,9.51,78648,2.66,80246,2.71,66986,2.26,294380,9.95,151192,5.11,59154,2.00,58020,1.96,7026,0.24,2958451,2724,3161,189,1037,118,100,68,207,13,133,236,43,8029,4,15,1,16,0,0,8333,0,49030,0,0,0,20v4,Y2014-2018,2020/06/24,2019
503,3901,3.9,0,0,165257,10.2,4.5,1.1,82.9,1.3,0.6,1,0.8,1.8,1.3,2.7,2.1,2.8,2.5,3.5,3.1,3.9,3.5,3.6,3.8,3.5,3.5,3.5,2.9,3,3,2.9,3.1,3.1,3,3,2.8,3.1,3.4,3.1,2.5,3.1,2.7,2.7,0,14.1,0,15.5,0.5,16.8,20.9,22,0.6,21.4,0.1,23.1,0.5,10.9,0.6,6.8,0.9,15.9,0.3,44.2,1.7,46.5,4,40.8,0.1,41.2,0.6,44.5,0.9,46,0.1,4.4,0.2,2.8,0.3,2.8,0.2,37.4,0.7,33,1.2,34.1,1.30,425,2308,92480,2.6,4.9,11.0,18075575,40.91,574212,1.30,82280,0.19,215759,0.49,1650836,3.74,1221149,2.76,2931016,6.63,2030559,4.60,7931827,17.95,326253,0.74,8588399,19.44,551528,1.25,44179395,44409,192,4,299,463,137,223,158,895,161,3364,129,50434,7,1,4,20,198136950,4217,52340,4755,61414,53574747,210571074,66261550,20v4,Y2014-2018,2020/06/24,2019
311,4017,3.5,0,0,189369,15.9,40.8,1,40.2,1.7,0.9,1.4,0.9,1.4,1.3,1.7,1.3,2.6,2.4,3.1,2.8,3.3,3.3,3.4,3.4,3.2,3.6,3.4,3.5,3.7,3.9,3.9,3.8,3.9,2.8,2.9,2.3,2.4,2.4,3.1,2.7,3.1,3.5,3.4,0,14.1,0,13.2,0.5,15.6,20.9,23.1,0.5,21.3,0.1,23.1,0.2,23.6,1,47.3,0.8,55.7,0.3,44.2,0.4,45.4,1.7,49.9,0.1,41.2,0.2,42.6,0.6,46.6,0.1,4.4,0.1,4.4,0.3,4.1,0.2,37.4,0.3,36.5,0.8,30.5,2.10,1020,26514,92480,5.4,10.2,11.0,2812044,43.77,1753152,27.29,208281,3.24,456706,7.11,344277,5.36,107170,1.67,196116,3.05,264366,4.11,160227,2.49,67780,1.05,45939,0.72,8835,0.14,6424892,12791,6048,127,1810,410,125,103,137,15,90,150,15,21821,2,9,2,21,9080022,1255,29344,3133,68671,1517976,12148565,1182834,20v4,Y2014-2018,2020/06/24,2019
314,4015,3.1,0,0,161520,15,10.7,30.6,40.8,1.3,0.5,0.8,0.7,1.5,0.9,1.5,1.4,2.4,2,3.2,2.5,3.2,2.5,2.6,3,2.6,3.5,3,3.5,3.6,4.2,3.6,4.4,3.9,3.9,3.3,2.8,3.2,3.3,3.3,3.6,3.3,4,4,0,14.1,0,13.2,0.5,13.1,20.9,23.1,0.8,25.1,0.1,23.1,0.2,23.6,1.2,27.7,0.9,41.6,0.3,44.2,0.4,45.4,1.8,48.6,0.1,41.2,0.2,42.6,0.7,42.7,0.1,4.4,0.1,4.4,0.3,4.4,0.2,37.4,0.3,36.5,1,38,2.90,1163,26514,92480,7.2,10.2,11.0,2503524,47.16,519695,9.79,787400,14.83,353501,6.66,233529,4.40,18701,0.35,173959,3.28,446929,8.42,186743,3.52,36512,0.69,42362,0.80,5274,0.10,5308130,7828,1228,539,1211,342,17,79,243,11,60,130,12,11700,1,23,4,20,2000,2,16651,1,62935,0,10000,0,20v4,Y2014-2018,2020/06/24,2019
318,4009,3.8,0,0,208458,8.6,5,61.9,22.7,1.3,0.6,1,0.6,1.3,1,2,1.5,3.2,2.4,3.9,2.9,4,3.1,2.8,3.5,2.8,3.6,2.9,3.3,2.9,3.6,3,3.8,3.3,3.3,3.1,3,3.3,3.4,3.3,3.1,3,3,3.4,0,14.1,0,13.2,0.4,14.9,20.9,23.1,0.5,23.4,0.1,23.1,0.2,23.6,0.6,14.5,0.7,40.5,0.3,44.2,0.4,45.4,2.2,41.9,0.1,41.2,0.2,42.6,0.6,48.3,0.1,4.4,0.1,4.4,0.3,4.1,0.2,37.4,0.3,36.5,0.7,31.8,1.80,1498,26514,92480,7.2,10.2,11.0,7239265,45.24,860961,5.38,499719,3.12,222171,1.39,804151,5.03,455942,2.85,616636,3.85,741830,4.64,3592998,22.46,261352,1.63,582341,3.64,123175,0.77,16000542,30334,2402,38,858,554,143,172,230,50,198,537,105,35621,8,11,5,28,106740168,8695,44821,14568,65681,44043202,136748437,48243724,20v4,Y2014-2018,2020/06/24,2019
109,3802,3.2,0,0,129467,38.8,8.8,21.5,27.6,1.1,0.5,1.3,0.7,1.4,0.8,1.8,1,2.1,1.6,2.7,2.4,2.2,2.4,3.1,3,3,2.6,2.4,3.4,3.3,4.2,4.5,6.8,6.6,6.9,5.6,3.7,3.1,1.8,2.3,2,2,2.1,2.3,0,14.1,0,15.8,0.8,12.4,20.9,14.4,0.8,15.1,0.1,23.1,0.2,15.8,1.3,20.8,1.5,34.6,0.3,44.2,0.5,36.4,1.8,45.1,0.1,41.2,0.2,32.1,0.8,36.5,0.1,4.4,0.1,3.8,0.6,3.8,0.2,37.4,0.4,60.8,1.7,45.4,3.30,1450,26271,92480,11.2,16.1,11.0,60752,2.53,265716,11.06,480703,20.00,229518,9.55,69400,2.89,16167,0.67,255061,10.61,578872,24.09,289766,12.06,20530,0.85,54884,2.28,81932,3.41,2403302,379,937,374,326,76,16,25,196,17,25,91,4,2466,6,19,3,18,3117361,31,2608,0,45968,858628,2955135,1066808,20v4,Y2014-2018,2020/06/24,2019
110,3803,3.8,0,0,137181,23.8,3.4,55.3,14.2,1.4,0.3,1,0.2,0.8,0.8,1.6,0.9,2.1,1.4,2.8,2.3,3.2,2.5,3.7,3.5,3,3.4,3.5,4.3,3.6,5.5,4.2,5.9,4.9,3.7,3.6,2.5,2.2,2.8,2.4,2.7,2.6,3.5,3.6,0,14.1,0,15.8,0.5,10.4,20.9,14.4,0.9,20.4,0.1,23.1,0.2,15.8,1,11.3,1.4,23.4,0.3,44.2,0.5,36.4,1.7,38.6,0.1,41.2,0.2,32.1,0.7,37.2,0.1,4.4,0.1,3.8,0.6,6.2,0.2,37.4,0.4,60.8,1.5,38.6,3.30,1950,26271,92480,14.2,16.1,11.0,98123,3.96,488422,19.73,533126,21.54,553131,22.34,115265,4.66,14451,0.58,17222,0.70,346537,14.00,234080,9.46,19061,0.77,50604,2.04,5445,0.22,2475466,606,2017,305,719,117,9,14,275,61,28,182,9,4342,7,39,5,22,3928079,53,4623,5576,61032,448283,4794516,471515,20v4,Y2014-2018,2020/06/24,2019
206,3705,3.2,0,0,171832,63.1,1,30.7,4,0.6,0.3,0.6,0.4,1,0.8,1.6,0.8,1.9,1.4,2.3,2.1,3,2.6,2.7,3.3,2.6,3,2.5,3.5,2.5,4,2.9,4.7,4.5,4.7,4.4,4.2,4.2,3.8,3.9,3.7,3.9,4.7,3.9,0,14.1,0,12.1,0.4,9.4,20.9,25.1,0.8,28.4,0.1,23.1,0.3,25.8,1,27.5,1.1,31.4,0.3,44.2,0.6,50.9,1.8,50.7,0.1,41.2,0.3,44.8,1,44.2,0.1,4.4,0.2,6.3,0.6,7.8,0.2,37.4,0.3,19.8,0.9,13.2,1.20,1312,18859,92480,7.6,13.1,11.0,272148,10.30,418854,15.85,257783,9.75,265340,10.04,196755,7.44,67186,2.54,178914,6.77,613083,23.19,144453,5.47,129551,4.90,92708,3.51,6435,0.24,2643209,1272,1311,152,418,219,73,76,156,54,198,210,26,4165,5,38,3,39,135731,8,4338,0,35241,0,474730,0,20v4,Y2014-2018,2020/06/24,2019
305,4008,3.8,0,0,158774,37.9,4.1,52.1,3.7,1,0.5,0.9,0.5,1.1,0.8,1.8,1.1,2.2,1.5,3,2.3,3.2,2.8,3.2,4,2.6,3.4,2.6,3.6,2.9,4.1,3.2,4.2,3.7,4,3.4,3.1,3.3,3.3,3.4,3.8,3.7,4,3.9,0,14.1,0,13.2,0.6,11.5,20.9,23.1,0.9,25.9,0.1,23.1,0.2,23.6,0.8,15.7,1.2,35.5,0.3,44.2,0.4,45.4,1.7,49.7,0.1,41.2,0.2,42.6,0.8,44.9,0.1,4.4,0.1,4.4,0.5,4.4,0.2,37.4,0.3,36.5,0.9,14.8,2.20,3423,26514,92480,21.6,10.2,11.0,2750076,26.49,1134750,10.93,957181,9.22,480405,4.63,419323,4.04,695297,6.70,591907,5.70,786371,7.57,1309132,12.61,627020,6.04,552420,5.32,78121,0.75,10382004,12588,4165,54,1272,305,383,188,352,80,529,889,174,20979,5,31,4,47,8016569,31,23514,48,66644,4423540,24285709,4561040,20v4,Y2014-2018,2020/06/24,2019
